"123123";"1 BASICO-A";"823";"1";"125-2";"B";"2019-12-18 14:40:30";"1.00";"B"
"123123";"1 BASICO-A";"825";"1";"125-2";"5~3~";"2019-12-18 15:04:51";"1.00";""
"123123";"1 BASICO-A";"843";"1";"125-2";"";"2019-12-18 15:20:38";"0.00";"A"
"123123";"1 BASICO-A";"847";"1";"125-2";"A";"2019-12-18 15:09:08";"1.00";"A"
"123123";"1 BASICO-A";"849";"1";"125-2";"A";"2019-12-18 15:01:56";"1.00";"A"
"123123";"1 BASICO-A";"853";"1";"125-2";"A";"2019-12-18 14:55:47";"1.00";"A"
"123123";"1 BASICO-A";"854";"1";"125-2";"B";"2019-12-18 14:48:17";"1.00";"B"
"123123";"1 BASICO-A";"855";"1";"125-2";"BD";"2019-12-18 14:53:04";"1.00";"BD"
"123123";"1 BASICO-A";"856";"1";"125-2";"A";"2019-12-18 16:20:16";"1.00";"A"
"123123";"1 BASICO-A";"862";"1";"125-2";"A";"2019-12-18 14:59:23";"1.00";"A"
"123123";"1 BASICO-A";"863";"1";"125-2";"A";"2019-12-18 14:50:48";"1.00";"A"
"123123";"1 BASICO-A";"864";"1";"125-2";"C";"2019-12-18 14:43:11";"1.00";"C"
"123123";"1 BASICO-A";"823";"2";"125-2";"B";"2019-12-18 14:40:38";"1.00";"B"
"123123";"1 BASICO-A";"825";"2";"125-2";"";"2019-12-18 15:04:54";"0.00";"B"
"123123";"1 BASICO-A";"843";"2";"125-2";"A";"2019-12-18 15:20:44";"1.00";"A"
"123123";"1 BASICO-A";"847";"2";"125-2";"";"2019-12-18 15:09:11";"0.00";"C"
"123123";"1 BASICO-A";"849";"2";"125-2";"";"2019-12-18 15:01:58";"0.00";"AC"
"123123";"1 BASICO-A";"853";"2";"125-2";"";"2019-12-18 14:55:51";"0.00";"C"
"123123";"1 BASICO-A";"854";"2";"125-2";"CDEFGH";"2019-12-18 14:48:27";"1.00";"CDEFGH"
"123123";"1 BASICO-A";"855";"2";"125-2";"";"2019-12-18 14:53:07";"0.00";"AF"
"123123";"1 BASICO-A";"856";"2";"125-2";"";"2019-12-18 16:20:19";"0.00";"B"
"123123";"1 BASICO-A";"862";"2";"125-2";"";"2019-12-18 14:59:26";"0.00";"A"
"123123";"1 BASICO-A";"863";"2";"125-2";"B";"2019-12-18 14:50:54";"1.00";"B"
"123123";"1 BASICO-A";"864";"2";"125-2";"C";"2019-12-18 14:43:17";"1.00";"C"
"123123";"1 BASICO-A";"823";"3";"125-2";"";"2019-12-18 14:40:43";"0.00";"D"
"123123";"1 BASICO-A";"825";"3";"125-2";"";"2019-12-18 15:05:02";"0.00";"B"
"123123";"1 BASICO-A";"843";"3";"125-2";"A";"2019-12-18 15:20:49";"1.00";"A"
"123123";"1 BASICO-A";"847";"3";"125-2";"";"2019-12-18 15:09:16";"0.00";"B"
"123123";"1 BASICO-A";"849";"3";"125-2";"";"2019-12-18 15:02:01";"0.00";"AC"
