"55555-k";"Naturales";"W1A1";"2019-12-11 12:21:02";"2019-11-28 14:27:35";"iniciado";"NULL";"70";"0";"0";"0";"1";"1";"W1A1|0|1-11-12-16-17-19-20-27-|8|27|0|19"
"55555-k";"Naturales";"W1A3";"2019-12-11 12:35:55";"2019-12-12 07:18:51";"terminado";"NULL";"63";"0";"0";"0";"1";"3";"W1A3|0|1-3-4-9-12-13-|6|16|0|10|"
"55555-k";"Naturales";"W2A1";"2019-12-10 12:55:01";"2019-12-10 12:56:02";"terminado";"NULL";"88";"0";"0";"0";"1";"0";"W2A1|0||0|2|0|1.5"
"55555-k";"Naturales";"W2A2";"2019-12-10 12:56:35";"2019-12-10 12:56:35";"terminado";"NULL";"15";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W2A3";"2019-12-10 12:57:16";"2019-12-10 12:59:38";"terminado";"NULL";"38";"0";"0";"0";"1";"1";"W2A3|0|1-2-3-5-7-9-10-13-15-16-|10|16|0|6|"
"55555-k";"Naturales";"W2Z1";"2019-12-10 12:56:15";"2019-12-10 12:56:15";"terminado";"NULL";"78";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W2Z2";"2019-12-10 12:56:56";"2019-12-10 12:56:56";"terminado";"NULL";"45";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W3A1";"2019-12-10 14:03:36";"2019-12-10 14:05:59";"terminado";"NULL";"89";"0";"0";"0";"1";"1";"W3A1|0|2-4-|2|28|0|25"
"55555-k";"Naturales";"W3A2";"2019-12-10 14:06:56";"2019-12-10 14:06:56";"terminado";"NULL";"45";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W3A3";"2019-12-10 14:07:44";"2019-12-10 14:07:44";"terminado";"NULL";"1";"0";"0";"0";"1";"1";"W3A3|0|1-|1|1|0|0|"
"55555-k";"Naturales";"W3Z1";"2019-12-10 14:06:42";"2019-12-10 14:06:42";"terminado";"NULL";"88";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W3Z2";"2019-12-10 14:07:13";"2019-12-10 14:07:13";"terminado";"NULL";"45";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W4A1";"2019-12-10 14:58:50";"2019-12-10 15:13:18";"terminado";"NULL";"52";"0";"0";"0";"1";"0";"W4A1|0||0|2|0|2"
"55555-k";"Naturales";"W4A2";"2019-12-10 15:14:08";"2019-12-10 15:14:08";"terminado";"NULL";"78";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W4A3";"2019-12-10 15:15:35";"2019-12-10 15:17:14";"terminado";"NULL";"77";"0";"0";"0";"1";"1";"W4A3|0|4-7-8-12-|4|16|0|12.333333333333334|"
"55555-k";"Naturales";"W4Z1";"2019-12-10 15:13:54";"2019-12-10 15:13:54";"terminado";"NULL";"12";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W4Z2";"2019-12-10 15:15:09";"2019-12-10 15:15:09";"terminado";"NULL";"99";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W5A1";"2019-12-10 15:17:55";"2019-12-10 15:19:10";"terminado";"NULL";"44";"0";"0";"0";"1";"0";"W5A1|0|1-|1|1|0|0"
"55555-k";"Naturales";"W5A2";"2019-12-10 15:19:42";"2019-12-10 15:20:07";"terminado";"NULL";"85";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W5A3";"2019-12-10 15:21:21";"2019-12-10 15:23:25";"terminado";"NULL";"88";"0";"0";"0";"1";"1";"W5A3|0|6-9-|2|16|0|14|"
"55555-k";"Naturales";"W5Z1";"2019-12-10 15:19:22";"2019-12-10 15:19:22";"terminado";"NULL";"78";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W5Z2";"2019-12-10 15:20:36";"2019-12-10 15:20:36";"terminado";"NULL";"45";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W6A1";"2019-12-10 12:31:42";"2019-12-10 12:44:47";"terminado";"NULL";"89";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W6A2";"2019-12-10 12:45:01";"2019-12-10 12:45:01";"terminado";"NULL";"88";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"W6A3";"2019-12-16 07:01:59";"2019-12-16 07:01:59";"terminado";"NULL";"70";"0";"0";"0";"1";"1";"W6A3|0|2-4-7-8-15-|5|16|0|11.25|"
"55555-k";"Naturales";"W6Z2";"2019-12-10 12:45:24";"2019-12-10 12:45:24";"terminado";"NULL";"87";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y1A1";"2019-12-10 15:23:46";"2019-12-10 15:25:25";"terminado";"NULL";"45";"0";"0";"0";"1";"0";"Y1A1|0||0|2|0|2"
"55555-k";"Naturales";"Y1A2";"2019-12-10 15:25:50";"2019-12-10 15:25:50";"terminado";"NULL";"98";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y1A3";"2019-12-10 15:26:31";"2019-12-10 15:29:06";"terminado";"NULL";"63";"0";"0";"0";"1";"1";"Y1A3|0|1-4-5-6-9-14-|6|16|0|10|"
"55555-k";"Naturales";"Y1Z1";"2019-12-10 15:25:37";"2019-12-10 15:25:37";"terminado";"NULL";"65";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y1Z2";"2019-12-10 15:26:10";"2019-12-10 15:26:10";"terminado";"NULL";"85";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y2A1";"2019-12-10 15:39:48";"2019-12-10 15:41:44";"terminado";"NULL";"99";"0";"0";"0";"1";"0";""
"55555-k";"Naturales";"Y2A2";"2019-12-10 15:42:16";"2019-12-10 15:42:16";"terminado";"NULL";"45";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y2A3";"2019-12-10 15:43:05";"2019-12-10 15:45:13";"terminado";"NULL";"89";"0";"0";"0";"1";"1";"Y2A3|0|3-15-|2|16|0|14.25|"
"55555-k";"Naturales";"Y2Z1";"2019-12-10 15:41:56";"2019-12-10 15:41:56";"terminado";"NULL";"99";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y2Z2";"2019-12-10 15:42:39";"2019-12-10 15:42:39";"terminado";"NULL";"78";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y3A1";"2019-12-10 15:45:52";"2019-12-10 15:46:56";"terminado";"NULL";"78";"0";"0";"0";"1";"0";"Y3A1|0||0|1|0|1"
"55555-k";"Naturales";"Y3A2";"2019-12-10 15:47:25";"2019-12-10 15:47:25";"terminado";"NULL";"89";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y3A3";"2019-12-10 15:48:15";"2019-12-10 15:49:08";"terminado";"NULL";"94";"0";"0";"0";"1";"1";"Y3A3|0|16-|1|16|0|15|"
"55555-k";"Naturales";"Y3Z1";"2019-12-10 15:47:11";"2019-12-10 15:47:11";"terminado";"NULL";"89";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y3Z2";"2019-12-10 15:47:41";"2019-12-10 15:47:41";"terminado";"NULL";"99";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y4A1";"2019-12-10 15:49:32";"2019-12-10 16:14:57";"terminado";"NULL";"66";"0";"0";"0";"1";"0";"Y4A1|0||0|2|0|2"
"55555-k";"Naturales";"Y4A2";"2019-12-10 16:15:26";"2019-12-10 16:15:26";"terminado";"NULL";"96";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y4A3";"2019-12-10 16:16:52";"2019-12-10 16:17:43";"terminado";"NULL";"100";"0";"0";"0";"1";"1";"Y4A3|0||0|16|0|16|"
"55555-k";"Naturales";"Y4Z1";"2019-12-10 16:15:09";"2019-12-10 16:15:09";"terminado";"NULL";"78";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y4Z2";"2019-12-10 16:15:46";"2019-12-10 16:16:02";"terminado";"NULL";"45";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y5A1";"2019-12-10 16:18:04";"2019-12-10 16:25:21";"terminado";"NULL";"99";"0";"0";"0";"1";"0";"Y5A1|0||0|1|0|1"
"55555-k";"Naturales";"Y5A2";"2019-12-10 16:25:49";"2019-12-10 16:25:49";"terminado";"NULL";"55";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y5A3";"2019-12-10 16:27:48";"2019-12-10 16:27:48";"terminado";"NULL";"1";"0";"0";"0";"1";"1";"Y5A3|0|1-|1|1|0|0|"
"55555-k";"Naturales";"Y5Z1";"2019-12-10 16:25:35";"2019-12-10 16:25:35";"terminado";"NULL";"87";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y5Z2";"2019-12-10 16:27:28";"2019-12-10 16:27:28";"terminado";"NULL";"99";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y6A1";"2019-12-10 14:08:24";"2019-12-10 14:09:07";"terminado";"NULL";"78";"0";"0";"0";"1";"0";"Y6A1|0||0|1|0|1"
"55555-k";"Naturales";"Y6A2";"2019-12-10 14:09:47";"2019-12-10 14:09:47";"terminado";"NULL";"77";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y6A3";"2019-12-10 14:10:21";"2019-12-10 14:10:21";"terminado";"NULL";"1";"0";"0";"0";"1";"1";"Y6A3|0|1-|1|1|0|0|"
"55555-k";"Naturales";"Y6Z1";"2019-12-10 14:09:26";"2019-12-10 14:09:26";"terminado";"NULL";"69";"0";"0";"0";"1";"1";""
"55555-k";"Naturales";"Y6Z2";"2019-12-10 14:10:01";"2019-12-10 14:10:01";"terminado";"NULL";"78";"0";"0";"0";"1";"1";""
