"100-7";"María Angélica Yáñez Gómez";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"20199";"2019-10-03 09:23:04"
"100-7";"María Angélica Yáñez Gómez";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:16"
"102-3";"Matías González Carrera";"1234";"Demo eMAT Inicial";"2 BASICO-B";"100.00";"1";"20199";"2019-10-03 09:23:04"
"102-3";"Matías González Carrera";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:16"
"13197-0";"5 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"20199";"2019-10-03 09:23:04"
"13197-0";"5 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:16"
"142807953-8";"9 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"20199";"2019-10-03 09:23:04"
"142807953-8";"9 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:16"
"1588842351-3";"10 digitos invalido";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"20199";"2019-10-03 09:23:04"
"1588842351-3";"10 digitos invalido";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:17"
"29-9";"Carolina Pardo Fernández";"1234";"Demo eMAT Inicial";"2 BASICO-C";"0.00";"0";"20199";"2019-10-03 09:23:05"
"29-9";"Carolina Pardo Fernández";"1234";"Demo eMAT Inicial";"2 BASICO-C";"0.00";"0";"201911";"2019-12-23 15:57:22"
"30-2";"Roberto Julio Prado Garretón";"1234";"Demo eMAT Inicial";"2 BASICO-C";"0.00";"0";"20199";"2019-10-03 09:23:05"
"30-2";"Roberto Julio Prado Garretón";"1234";"Demo eMAT Inicial";"2 BASICO-C";"0.00";"0";"201911";"2019-12-23 15:57:22"
"31-0";"Alejandra Andrea Correa Troncoso";"1234";"Demo eMAT Inicial";"2 BASICO-C";"0.00";"0";"20199";"2019-10-03 09:23:05"
"31-0";"Alejandra Andrea Correa Troncoso";"1234";"Demo eMAT Inicial";"2 BASICO-C";"0.00";"0";"201911";"2019-12-23 15:57:22"
"33363545-3";"8 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"20199";"2019-10-03 09:23:04"
"33363545-3";"8 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:17"
"4235328-0";"7 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"20199";"2019-10-03 09:23:04"
"4235328-0";"7 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:17"
"4367-2";"4 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"20199";"2019-10-03 09:23:04"
"4367-2";"4 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:17"
"500-2";"Francisco Fernández";"1234";"Demo eMAT Inicial";"2 BASICO-C";"0.00";"0";"20199";"2019-10-03 09:23:05"
"500-2";"Francisco Fernández";"1234";"Demo eMAT Inicial";"2 BASICO-C";"0.00";"0";"201911";"2019-12-23 15:57:22"
"501-0";"Valentina Fernández Correa";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"20199";"2019-10-03 09:23:05"
"501-0";"Valentina Fernández Correa";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"201911";"2019-12-23 15:57:24"
"502-9";"Ana María Contrerás Sañartu";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"20199";"2019-10-03 09:23:05"
"502-9";"Ana María Contrerás Sañartu";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"201911";"2019-12-23 15:57:24"
"55555-K";"primero básico";"1234";"Demo eMAT Inicial";"1 BASICO-A";"0.00";"0";"20199";"2019-10-03 09:23:01"
"55555-K";"primero básico";"1234";"Demo eMAT Inicial";"1 BASICO-A";"82.67";"4";"201911";"2019-12-23 15:57:00"
"7-8";"1 digito inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"20199";"2019-10-03 09:23:04"
"7-8";"1 digito inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:17"
"776162-7";"6 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"20199";"2019-10-03 09:23:04"
"776162-7";"6 digitos inicial";"1234";"Demo eMAT Inicial";"2 BASICO-B";"0.00";"0";"201911";"2019-12-23 15:57:17"
"78-7";"Susana Paradas";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"20199";"2019-10-03 09:23:05"
"78-7";"Susana Paradas";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"201911";"2019-12-23 15:57:24"
"79-5";"Angélica Parada";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"20199";"2019-10-03 09:23:05"
"79-5";"Angélica Parada";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"201911";"2019-12-23 15:57:24"
"80-9";"Agelina Jordan";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"20199";"2019-10-03 09:23:05"
"80-9";"Agelina Jordan";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"201911";"2019-12-23 15:57:24"
"82-5";"Clemente Sandoval";"1234";"Demo eMAT Inicial";"2 BASICO-Z";"0.00";"0";"20199";"2019-10-03 09:23:05"
